id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn01872_c0	=	Cytosol	(Hot5F3Rast.CDS.3179_mRNA or Hot5F3Rast.CDS.1359 or Hot5F3Rast.CDS.3179 or Hot5F3Rast.CDS.1359_mRNA)	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase [c0]		(1) cpd00078[c0] + (1) cpd00449[c0] <=> (1) cpd00010[c0] + (1) cpd00860[c0]	(1) Succinyl-CoA [c0][c0] + (1) Dihydrolipoamide [c0][c0] <=> (1) CoA [c0][c0] + (1) S-Succinyldihydrolipoamide [c0][c0]	-4.86589	-25.895	-1000	0	1000
rxn01301_c0	=	Cytosol	(Hot5F3Rast.CDS.3368 or Hot5F3Rast.CDS.3368_mRNA)	L-Homoserine:NAD+ oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00227[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00346[c0]	(1) NAD [c0][c0] + (1) L-Homoserine [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) L-Aspartate4-semialdehyde [c0][c0]	0	-1000	-1000	999.995	1000
rxn01643_c0	<	Cytosol	(Hot5F3Rast.CDS.2793 or Hot5F3Rast.CDS.2793_mRNA)	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating) [c0]		(1) cpd00006[c0] + (1) cpd00009[c0] + (1) cpd00346[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd01977[c0]	(1) NADP [c0][c0] + (1) Phosphate [c0][c0] + (1) L-Aspartate4-semialdehyde [c0][c0] <= (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) 4-Phospho-L-aspartate [c0][c0]	-0.161085	-2.21398	-1000	-0.0161085	0
rxn00248_c0	=	Cytosol	(Hot5F3Rast.CDS.3183_mRNA or Hot5F3Rast.CDS.3183)	(S)-malate:NAD+ oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00130[c0] <=> (1) cpd00004[c0] + (1) cpd00032[c0] + (1) cpd00067[c0]	(1) NAD [c0][c0] + (1) L-Malate [c0][c0] <=> (1) NADH [c0][c0] + (1) Oxaloacetate [c0][c0] + (1) H+ [c0][c0]	2.86224	-1000	-1000	1000	1000
rxn00499_c0	=	Cytosol	((Hot5F3Rast.CDS.3669_mRNA or Hot5F3Rast.CDS.3334 or Hot5F3Rast.CDS.3669 or Hot5F3Rast.CDS.3334_mRNA or Hot5F3Rast.CDS.5292 or Hot5F3Rast.CDS.5292_mRNA) or (Hot5F3Rast.CDS.3334 or Hot5F3Rast.CDS.5292 or Hot5F3Rast.CDS.3669))	(S)-Lactate:NAD+ oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00159[c0] <=> (1) cpd00004[c0] + (1) cpd00020[c0] + (1) cpd00067[c0]	(1) NAD [c0][c0] + (1) L-Lactate [c0][c0] <=> (1) NADH [c0][c0] + (1) Pyruvate [c0][c0] + (1) H+ [c0][c0]	0	-1000	-1000	0	1000
rxn08844_c0	=	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1) [c0]		(1) cpd00001[c0] + (1) cpd15342[c0] <=> (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd15269[c0]	(1) H2O [c0][c0] + (1) 2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl [c0][c0] <=> (1) H+ [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0] + (1) octadecenoate [c0][c0]	0	0	-1000	0	1000
rxn05385_c0	=	Cytosol	(Hot5F3Rast.CDS.981_mRNA or Hot5F3Rast.CDS.981)	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11521[c0] <=> (1) cpd00006[c0] + (1) cpd11522[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) 5-methyl-3-oxo-hexanoyl-ACP [c0][c0] <=> (1) NADP [c0][c0] + (1) 5-methyl-3-hydroxy-hexanoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn01637_c0	=	Cytosol	(Hot5F3Rast.CDS.771 or Hot5F3Rast.CDS.771_mRNA)	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase [c0]		(1) cpd00024[c0] + (1) cpd00342[c0] <=> (1) cpd00023[c0] + (1) cpd00918[c0]	(1) 2-Oxoglutarate [c0][c0] + (1) N-Acetylornithine [c0][c0] <=> (1) L-Glutamate [c0][c0] + (1) 2-Acetamido-5-oxopentanoate [c0][c0]	-0.0895373	-49.2336	-1000	-0.00895373	1000
rxn00708_c0	>	Cytosol	((Hot5F3Rast.CDS.3323 or Hot5F3Rast.CDS.3323_mRNA) or (Hot5F3Rast.CDS.4669 or Hot5F3Rast.CDS.4669_mRNA) or (Hot5F3Rast.CDS.4265 or Hot5F3Rast.CDS.1884 or Hot5F3Rast.CDS.4265_mRNA or Hot5F3Rast.CDS.1884_mRNA))	Uridine 5'-monophosphate phosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00091[c0] => (1) cpd00009[c0] + (1) cpd00249[c0]	(1) H2O [c0][c0] + (1) UMP [c0][c0] => (1) Phosphate [c0][c0] + (1) Uridine [c0][c0]	0	0	0	0	1000
rxn07433_c0	=	Cytosol	((Hot5F3Rast.CDS.856 or Hot5F3Rast.CDS.856_mRNA) and (Hot5F3Rast.CDS.855 or Hot5F3Rast.CDS.1361_mRNA or Hot5F3Rast.CDS.1361 or Hot5F3Rast.CDS.855_mRNA))	R07602 [c0]		(1) cpd00213[c0] + (1) cpd14698[c0] <=> (1) cpd00056[c0] + (1) cpd14699[c0]	(1) Lipoamide [c0][c0] + (1) 3-Methyl-1-hydroxybutyl-TPP [c0][c0] <=> (1) TPP [c0][c0] + (1) S-(3-Methylbutanoyl)-dihydrolipoamide-E [c0][c0]	0	0	-1000	0	1000
rxn01269_c0	>	Cytosol	Hot5F3Rast.CDS.3139	Prephenate:NADP+ oxidoreductase(decarboxylating) [c0]		(1) cpd00006[c0] + (1) cpd00219[c0] => (1) cpd00005[c0] + (1) cpd00011[c0] + (1) cpd00868[c0]	(1) NADP [c0][c0] + (1) Prephenate [c0][c0] => (1) NADPH [c0][c0] + (1) CO2 [c0][c0] + (1) p-hydroxyphenylpyruvate [c0][c0]	0	0	0	3.26789	1000
rxn00392_c0	=	Cytosol	Hot5F3Rast.CDS.2025	ATP:riboflavin 5'-phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00220[c0] <=> (1) cpd00008[c0] + (1) cpd00050[c0] + (1) cpd00067[c0]	(1) ATP [c0][c0] + (1) Riboflavin [c0][c0] <=> (1) ADP [c0][c0] + (1) FMN [c0][c0] + (1) H+ [c0][c0]	0.000593704	5.93704e-05	-1000	0.000593704	1000
rxn00747_c0	=	Cytosol	(Hot5F3Rast.CDS.4358 or Hot5F3Rast.CDS.4358_mRNA)	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase [c0]		(1) cpd00102[c0] <=> (1) cpd00095[c0]	(1) Glyceraldehyde3-phosphate [c0][c0] <=> (1) Glycerone-phosphate [c0][c0]	0.299553	0.0299553	-1000	32.8473	1000
rxn01334_c0	=	Cytosol	(Hot5F3Rast.CDS.4430 or Hot5F3Rast.CDS.4430_mRNA)	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase [c0]		(1) cpd00349[c0] <=> (1) cpd00095[c0] + (1) cpd00236[c0]	(1) Sedoheptulose 1,7-bisphosphate [c0][c0] <=> (1) Glycerone-phosphate [c0][c0] + (1) D-Erythrose4-phosphate [c0][c0]	0	0	-1000	0	1000
rxn00830_c0	=	Cytosol	(Hot5F3Rast.CDS.3064_mRNA or Hot5F3Rast.CDS.3064)	Isopentenyl-diphosphate delta3-delta2-isomerase [c0]		(1) cpd00113[c0] <=> (1) cpd00202[c0]	(1) Isopentenyldiphosphate [c0][c0] <=> (1) DMAPP [c0][c0]	0	-0.1315	-1000	0.0136843	1000
rxn00879_c0	=	Cytosol	((Hot5F3Rast.CDS.5670 or Hot5F3Rast.CDS.5670_mRNA or Hot5F3Rast.CDS.5672 or Hot5F3Rast.CDS.5672_mRNA) or (Hot5F3Rast.CDS.4597_mRNA or Hot5F3Rast.CDS.5509 or Hot5F3Rast.CDS.5509_mRNA or Hot5F3Rast.CDS.4597))	myo-Inositol:NAD+ 2-oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00121[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00524[c0]	(1) NAD [c0][c0] + (1) L-Inositol [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 2-Inosose [c0][c0]	0	0	-1000	0	1000
rxn03406_c0	>	Cytosol	(Hot5F3Rast.CDS.3859 or Hot5F3Rast.CDS.3859_mRNA)	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)- [c0]		(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd03487[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd03488[c0]	(1) ATP [c0][c0] + (1) NH3 [c0][c0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine [c0][c0]	0	0	0	0	1000
rxn00029_c0	>	Cytosol	(Hot5F3Rast.CDS.4013 or Hot5F3Rast.CDS.4013_mRNA)	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming) [c0]		(2) cpd00338[c0] => (2) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00689[c0]	(2) 5-Aminolevulinate [c0][c0] => (2) H2O [c0][c0] + (1) H+ [c0][c0] + (1) Porphobilinogen [c0][c0]	0.00474963	0.000474963	0	0.00474963	1000
rxn06673_c0	>	Cytosol	((Hot5F3Rast.CDS.2919 or Hot5F3Rast.CDS.2919_mRNA) and (Hot5F3Rast.CDS.2663_mRNA or Hot5F3Rast.CDS.2663))	Acetyl-CoA:carbon-dioxide ligase (ADP-forming) [c0]		(1) cpd00022[c0] + (1) cpd12543[c0] => (1) cpd00070[c0] + (1) cpd12848[c0]	(1) Acetyl-CoA [c0][c0] + (1) Carboxybiotin-carboxyl-carrier protein [c0][c0] => (1) Malonyl-CoA [c0][c0] + (1) Holo-[carboxylase] [c0][c0]	0	0	0	49.3181	1000
rxn12646_c0	=	Cytosol	((Hot5F3Rast.CDS.3699_mRNA or Hot5F3Rast.CDS.2604_mRNA or Hot5F3Rast.CDS.3699 or Hot5F3Rast.CDS.2604) or (Hot5F3Rast.CDS.3762 or Hot5F3Rast.CDS.3762_mRNA) or (Hot5F3Rast.CDS.2465_mRNA or Hot5F3Rast.CDS.5044 or Hot5F3Rast.CDS.2465 or Hot5F3Rast.CDS.5044_mRNA) or (Hot5F3Rast.CDS.4751_mRNA or Hot5F3Rast.CDS.4751) or (Hot5F3Rast.CDS.2797_mRNA or Hot5F3Rast.CDS.2797))	RXN0-6983.c [c0]		(1) cpd00001[c0] + (1) cpd11580[c0] <=> (1) cpd00033[c0] + (1) cpd00053[c0]	(1) H2O [c0][c0] + (1) Gly-Gln [c0][c0] <=> (1) Glycine [c0][c0] + (1) L-Glutamine [c0][c0]	0	0	-1000	0	1000
rxn06777_c0	=	Cytosol	(Hot5F3Rast.CDS.5097 or Hot5F3Rast.CDS.756 or Hot5F3Rast.CDS.857_mRNA or Hot5F3Rast.CDS.1937 or Hot5F3Rast.CDS.857 or Hot5F3Rast.CDS.1108)	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd03115[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd12689[c0]	(1) NAD [c0][c0] + (1) (S)-3-Hydroxytetradecanoyl-CoA [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 3-Oxotetradecanoyl-CoA [c0][c0]	0	0	-1000	3.5471	1000
rxn03869_c0	>	Cytosol	(Hot5F3Rast.CDS.3524 or Hot5F3Rast.CDS.660 or Hot5F3Rast.CDS.3524_mRNA or Hot5F3Rast.CDS.660_mRNA or Hot5F3Rast.CDS.2333)	Acylamide aminohydrolase [c0]		(1) cpd00001[c0] + (1) cpd06707[c0] => (1) cpd00013[c0] + (1) cpd00153[c0]	(1) H2O [c0][c0] + (1) Benzamide [c0][c0] => (1) NH3 [c0][c0] + (1) Benzoate [c0][c0]	0	0	0	0	1000
rxn05256_c0	>	Cytosol	(Hot5F3Rast.CDS.4642 or Hot5F3Rast.CDS.4642_mRNA)	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming) [c0]		(1) cpd00193[c0] + (1) cpd11421[c0] => (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00081[c0] + (1) cpd11420[c0]	(1) APS [c0][c0] + (1) trdrd [c0][c0] => (1) AMP [c0][c0] + (1) H+ [c0][c0] + (1) Sulfite [c0][c0] + (1) trdox [c0][c0]	0	0	0	49.2246	1000
rxn05448_c0	>	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11560[c0] => (1) cpd00003[c0] + (1) cpd11561[c0]	(1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 10-methyl-trans-undec-2-enoyl-ACP [c0][c0] => (1) NAD [c0][c0] + (1) 10-methyl-undecanoyl-ACP [c0][c0]	0	0	0	0	1000
rxn05446_c0	>	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	6-methyl-trans-hept-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11552[c0] => (1) cpd00003[c0] + (1) cpd11553[c0]	(1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 6-methyl-trans-hept-2-enoyl-ACP [c0][c0] => (1) NAD [c0][c0] + (1) 6-methyl-heptanoyl-ACP [c0][c0]	0	0	0	0	1000
rxn02175_c0	>	Cytosol	(Hot5F3Rast.CDS.4297_mRNA or Hot5F3Rast.CDS.4297)	ATP:pantetheine-4'-phosphate adenylyltransferase [c0]		(1) cpd00002[c0] + (1) cpd00834[c0] => (1) cpd00012[c0] + (1) cpd00655[c0]	(1) ATP [c0][c0] + (1) Phosphopantetheine [c0][c0] => (1) PPi [c0][c0] + (1) Dephospho-CoA [c0][c0]	0.00118741	0.000118741	0	0.00118741	1000
rxn08136_c0	>	Cytosol	((Hot5F3Rast.CDS.422 or Hot5F3Rast.CDS.422_mRNA) or Hot5F3Rast.CDS.422)	1,6-anhydrous-N-Acetylmuramate kinase [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd15399[c0] => (1) cpd00008[c0] + (1) cpd15391[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) 1,6-anhydrous-N-Acetylmuramate [c0][c0] => (1) ADP [c0][c0] + (1) MurNAc 6-phosphate [c0][c0]	0	0	0	0	1000
rxn02835_c0	=	Cytosol	(Hot5F3Rast.CDS.3723 or Hot5F3Rast.CDS.3723_mRNA)	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase [c0]		(1) cpd00001[c0] + (1) cpd01777[c0] <=> (1) cpd02979[c0]	(1) H2O [c0][c0] + (1) Phosphoribosyl-AMP [c0][c0] <=> (1) phosphoribosylformiminoaicar-phosphate [c0][c0]	0.0283868	0.00283868	-1000	8.20991	1000
rxn03884_c0	>	Cytosol	(Hot5F3Rast.CDS.5635 or Hot5F3Rast.CDS.4370)	2-dehydro-3-deoxy-D-gluconate-6-phosphate D-glyceraldehyde-3-phosphate-lyase [c0]		(1) cpd02711[c0] => (1) cpd00020[c0] + (1) cpd00102[c0]	(1) 2-Keto-3-deoxy-6-phosphogluconate [c0][c0] => (1) Pyruvate [c0][c0] + (1) Glyceraldehyde3-phosphate [c0][c0]	0	0	0	24.6132	1000
rxn02774_c0	=	Cytosol	(Hot5F3Rast.CDS.646 or Hot5F3Rast.CDS.4645)	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase [c0]		(1) cpd00003[c0] + (1) cpd01620[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd03426[c0]	(1) NAD [c0][c0] + (1) Precorrin 2 [c0][c0] <=> (1) NADH [c0][c0] + (2) H+ [c0][c0] + (1) Sirohydrochlorin [c0][c0]	0.000593704	5.93704e-05	-1000	0.000593704	1000
rxn04385_c0	>	Cytosol	(Hot5F3Rast.CDS.3595_mRNA or Hot5F3Rast.CDS.3595)	L-threonine-O-3-phosphate carboxy-lyase [c0]		(1) cpd00067[c0] + (1) cpd08928[c0] => (1) cpd00011[c0] + (1) cpd02547[c0]	(1) H+ [c0][c0] + (1) L-Threonine phosphate [c0][c0] => (1) CO2 [c0][c0] + (1) (R)-1-Aminopropan-2-yl phosphate [c0][c0]	0	0	0	0	1000
rxn01675_c0	>	Cytosol	(Hot5F3Rast.CDS.4937 or Hot5F3Rast.CDS.4937_mRNA)	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase [c0]		(1) cpd00089[c0] + (1) cpd00357[c0] => (1) cpd00012[c0] + (1) cpd00626[c0]	(1) Glucose-1-phosphate [c0][c0] + (1) TTP [c0][c0] => (1) PPi [c0][c0] + (1) dTDPglucose [c0][c0]	0	0	0	0	1000
rxn00146_c0	>	Cytosol	(Hot5F3Rast.CDS.3460_mRNA or Hot5F3Rast.CDS.3460 or Hot5F3Rast.CDS.2012_mRNA or Hot5F3Rast.CDS.2012)	(R)-Lactate:ferricytochrome-c 2-oxidoreductase [c0]		(2) cpd00109[c0] + (1) cpd00221[c0] => (1) cpd00020[c0] + (2) cpd00067[c0] + (2) cpd00110[c0]	(2) Cytochrome c3+ [c0][c0] + (1) D-Lactate [c0][c0] => (1) Pyruvate [c0][c0] + (2) H+ [c0][c0] + (2) Cytochrome c2+ [c0][c0]	10	1	0	15.8709	1000
rxn00324_c0	<	Cytosol	((Hot5F3Rast.CDS.3205 or Hot5F3Rast.CDS.178) or (Hot5F3Rast.CDS.3205 or Hot5F3Rast.CDS.178))	glycolate:NADP+ oxidoreductase [c0]		(1) cpd00006[c0] + (1) cpd00139[c0] <= (1) cpd00005[c0] + (1) cpd00040[c0] + (1) cpd00067[c0]	(1) NADP [c0][c0] + (1) Glycolate [c0][c0] <= (1) NADPH [c0][c0] + (1) Glyoxalate [c0][c0] + (1) H+ [c0][c0]	0	-1000	-1000	0	0
rxn08839_c0	=	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0) [c0]		(1) cpd00001[c0] + (1) cpd15337[c0] <=> (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd03847[c0]	(1) H2O [c0][c0] + (1) 2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl [c0][c0] <=> (1) H+ [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0] + (1) Myristic acid [c0][c0]	0	0	-1000	0	1000
rxn03536_c0	>	Cytosol	Hot5F3Rast.CDS.3599	R05221 [c0]		(1) cpd00002[c0] + (1) cpd03918[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd03919[c0]	(1) ATP [c0][c0] + (1) Adenosyl cobinamide [c0][c0] => (1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) Adenosyl cobinamide phosphate [c0][c0]	0.000593704	0	0	0.000593704	1000
rxn01575_c0	=	Cytosol	(Hot5F3Rast.CDS.1102_mRNA or Hot5F3Rast.CDS.1102 or Hot5F3Rast.CDS.1800 or Hot5F3Rast.CDS.1800_mRNA or Hot5F3Rast.CDS.2595 or Hot5F3Rast.CDS.2595_mRNA)	L-Isoleucine:2-oxoglutarate aminotransferase [c0]		(1) cpd00024[c0] + (1) cpd00322[c0] <=> (1) cpd00023[c0] + (1) cpd00508[c0]	(1) 2-Oxoglutarate [c0][c0] + (1) L-Isoleucine [c0][c0] <=> (1) L-Glutamate [c0][c0] + (1) 3MOP [c0][c0]	0	-1000	-1000	999.991	1000
rxn05150_c0	>	Cytosol	((Hot5F3Rast.CDS.397_mRNA or Hot5F3Rast.CDS.397) and (Hot5F3Rast.CDS.395 or Hot5F3Rast.CDS.395_mRNA) and (Hot5F3Rast.CDS.398_mRNA or Hot5F3Rast.CDS.398))	zinc transport via ABC system [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00034[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00034[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Zn2+ [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) Zn2+ [c0][c0] + (1) H+ [c0][c0]	0	0	0	49.2246	1000
rxn05398_c0	=	Cytosol	(Hot5F3Rast.CDS.3041 or (Hot5F3Rast.CDS.4127 or Hot5F3Rast.CDS.4127_mRNA))	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase [c0]		(1) cpd11534[c0] <=> (1) cpd00001[c0] + (1) cpd11535[c0]	(1) 11-methyl-3-hydroxy-dodecanoyl-ACP [c0][c0] <=> (1) H2O [c0][c0] + (1) 11-methyl-trans-dodec-2-enoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn01315_c0	>	Cytosol	(Hot5F3Rast.CDS.3802 or Hot5F3Rast.CDS.3802_mRNA)	L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating) [c0]		(1) cpd00007[c0] + (1) cpd00066[c0] + (1) cpd00233[c0] => (1) cpd00001[c0] + (1) cpd00069[c0] + (1) cpd00231[c0]	(1) O2 [c0][c0] + (1) L-Phenylalanine [c0][c0] + (1) Tetrahydrobiopterin [c0][c0] => (1) H2O [c0][c0] + (1) L-Tyrosine [c0][c0] + (1) Dihydrobiopterin [c0][c0]	0	0	0	0	1000
rxn01868_c0	>	Cytosol	(Hot5F3Rast.CDS.640 or Hot5F3Rast.CDS.640_mRNA)	p-Cumic alcohol:NADP+ oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00447[c0] => (1) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd00540[c0]	(1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) Betaine aldehyde [c0][c0] => (1) NADPH [c0][c0] + (2) H+ [c0][c0] + (1) BET [c0][c0]	0	0	0	0	1000
rxn03240_c0	=	Cytosol	((Hot5F3Rast.CDS.95 or Hot5F3Rast.CDS.1295 or Hot5F3Rast.CDS.1280 or Hot5F3Rast.CDS.1295_mRNA or Hot5F3Rast.CDS.1937 or Hot5F3Rast.CDS.1376_mRNA or Hot5F3Rast.CDS.1238 or Hot5F3Rast.CDS.1238_mRNA or Hot5F3Rast.CDS.3726_mRNA or Hot5F3Rast.CDS.1376 or Hot5F3Rast.CDS.4270_mRNA or Hot5F3Rast.CDS.1108 or Hot5F3Rast.CDS.1274 or Hot5F3Rast.CDS.1294 or Hot5F3Rast.CDS.3726 or Hot5F3Rast.CDS.5101 or Hot5F3Rast.CDS.1_mRNA or Hot5F3Rast.CDS.4270 or Hot5F3Rast.CDS.1 or Hot5F3Rast.CDS.1280_mRNA or Hot5F3Rast.CDS.501 or Hot5F3Rast.CDS.95_mRNA or Hot5F3Rast.CDS.5101_mRNA or Hot5F3Rast.CDS.5097 or Hot5F3Rast.CDS.1294_mRNA or Hot5F3Rast.CDS.501_mRNA or Hot5F3Rast.CDS.5392_mRNA or Hot5F3Rast.CDS.5392 or Hot5F3Rast.CDS.1274_mRNA) or Hot5F3Rast.CDS.2217)	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase [c0]		(1) cpd03113[c0] <=> (1) cpd00001[c0] + (1) cpd03126[c0]	(1) (S)-3-Hydroxyhexadecanoyl-CoA [c0][c0] <=> (1) H2O [c0][c0] + (1) (2E)-Hexadecenoyl-CoA [c0][c0]	0	-49.2246	-1000	0	1000
rxn09562_c0	=	Cytosol	(Hot5F3Rast.CDS.5203_mRNA or Hot5F3Rast.CDS.4145 or Hot5F3Rast.CDS.4145_mRNA or Hot5F3Rast.CDS.5203)	Guanylate kinase [c0]		(1) cpd00067[c0] + (1) cpd00115[c0] + (1) cpd00126[c0] <=> (1) cpd00031[c0] + (1) cpd00177[c0]	(1) H+ [c0][c0] + (1) dATP [c0][c0] + (1) GMP [c0][c0] <=> (1) GDP [c0][c0] + (1) dADP [c0][c0]	0	-999.995	-1000	1000	1000
rxn00555_c0	=	Cytosol	(Hot5F3Rast.CDS.4729 or Hot5F3Rast.CDS.4729_mRNA or Hot5F3Rast.CDS.4917_mRNA or Hot5F3Rast.CDS.4917)	L-glutamine:D-fructose-6-phosphate isomerase (deaminating) [c0]		(1) cpd00053[c0] + (1) cpd00072[c0] <=> (1) cpd00023[c0] + (1) cpd00288[c0]	(1) L-Glutamine [c0][c0] + (1) D-fructose-6-phosphate [c0][c0] <=> (1) L-Glutamate [c0][c0] + (1) D-Glucosamine phosphate [c0][c0]	0.0476128	0.00476128	-1000	1000	1000
rxn01828_c0	>	Cytosol	(Hot5F3Rast.CDS.5089 or Hot5F3Rast.CDS.5089_mRNA)	L-Arabinonate hydro-lyase [c0]		(1) cpd00427[c0] => (1) cpd00001[c0] + (1) cpd00520[c0]	(1) L-Arabinonate [c0][c0] => (1) H2O [c0][c0] + (1) 2-Dehydro-3-deoxy-L-pentonate [c0][c0]	0	0	0	0	1000
rxn03435_c0	=	Cytosol	(Hot5F3Rast.CDS.4521 or (Hot5F3Rast.CDS.4521_mRNA or Hot5F3Rast.CDS.4521))	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing) [c0]		(1) cpd00006[c0] + (1) cpd02535[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd10162[c0]	(1) NADP [c0][c0] + (1) 2,3-Dihydroxy-3-methylvalerate [c0][c0] <=> (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) (R)-3-Hydroxy-3-methyl-2-oxopentanoate [c0][c0]	-0.0865956	-0.0865956	-1000	-0.00865956	1000
rxn03080_c0	>	Cytosol	(Hot5F3Rast.CDS.4587 or Hot5F3Rast.CDS.4587_mRNA)	5-amino-6-(D-ribitylamino)uracil butanedionetransferase [c0]		(1) cpd02882[c0] + (1) cpd11225[c0] => (2) cpd00001[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd02656[c0]	(1) 4--1-D-Ribitylamino-5-aminouracil [c0][c0] + (1) 3-4-dihydroxy-2-butanone4-phosphate [c0][c0] => (2) H2O [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) 6-7-Dimethyl-8--1-D-ribityllumazine [c0][c0]	0.00237482	0.000237482	0	0.00237482	1000
